ID,NAME,TYPE,AMOUNT,CURRENCY,DATE,DESCRIPTION,NOTES,BUDGET,BUDGET_TYPE,CATEGORY
1374,"Laundry/dry cleaning",expense,20.00,GBP,"2026-06-10 22:56:17",,,James,personal,"Laundry/dry cleaning"
1455,"Mobile Phone",expense,16.00,GBP,"2026-06-10 15:28:27",,,James,personal,"Mobile Phone"
1147,Vet/medical,expense,25.00,GBP,"2026-06-10 14:10:21",,,Household,household,Vet/medical
1476,TV,expense,13.00,GBP,"2026-06-09 19:42:44",,,James,personal,TV
1076,Rent/mortgage,expense,426.94,GBP,"2026-06-09 17:38:43",,,Household,household,Rent/mortgage
1355,"Personal supplies",expense,160.00,GBP,"2026-06-09 16:22:41",,,James,personal,"Personal supplies"
1154,Vet/medical,expense,25.00,GBP,"2026-06-09 13:15:20",,,Household,household,Vet/medical
1409,Rent/mortgage,expense,440.00,GBP,"2026-06-09 13:06:25",,,James,personal,Rent/mortgage
1414,Rent/mortgage,expense,440.00,GBP,"2026-06-09 13:03:06",,,James,personal,Rent/mortgage
1369,Clothes,expense,50.00,GBP,"2026-06-09 07:22:56",,,James,personal,Clothes
1012,Groceries,expense,300.00,GBP,"2026-06-09 03:51:32",,,Household,household,Groceries
1067,"Vitamins & Minireals",expense,5.00,GBP,"2026-06-08 23:46:08",,,Household,household,"Vitamins & Minireals"
1138,Food,expense,65.00,GBP,"2026-06-08 23:29:45",,,Household,household,Food
1300,"Zopa Personal Loan",expense,120.00,GBP,"2026-06-08 22:20:01",,,James,personal,Loans
1285,"VirginMoney  CC",expense,120.00,GBP,"2026-06-08 13:19:07",,,James,personal,"Credit Cards"
1391,Hair/beauty,expense,20.00,GBP,"2026-06-08 10:44:42",,,James,personal,Hair/beauty
1534,Coal,expense,60.00,GBP,"2026-06-07 10:22:07",,,James,personal,Coal
1106,Maintenance,expense,10.00,GBP,"2026-06-06 20:38:37",,,Household,household,Maintenance
1465,"Mobile Phone",expense,16.00,GBP,"2026-06-06 19:47:40",,,James,personal,"Mobile Phone"
1253,Water,expense,20.00,GBP,"2026-06-06 19:33:48",,,Household,household,Water
1088,"Council Tax",expense,118.00,GBP,"2026-06-06 16:24:08",,,Household,household,"Council Tax"
1339,Groceries,expense,320.00,GBP,"2026-06-06 11:40:50",,,James,personal,Groceries
1283,"VirginMoney  CC",expense,120.00,GBP,"2026-06-06 06:19:45",,,James,personal,"Credit Cards"
1464,"Mobile Phone",expense,16.00,GBP,"2026-06-06 02:52:15",,,James,personal,"Mobile Phone"
1234,Gas,expense,40.00,GBP,"2026-06-05 23:45:16",,,Household,household,Gas
1073,Rent/mortgage,expense,426.94,GBP,"2026-06-05 19:26:32",,,Household,household,Rent/mortgage
1266,"CapitalOne  CC",expense,120.00,GBP,"2026-06-05 17:10:42",,,James,personal,"Credit Cards"
1071,"Vitamins & Minireals",expense,5.00,GBP,"2026-06-05 17:02:21",,,Household,household,"Vitamins & Minireals"
1006,"Household Card",expense,40.00,GBP,"2026-06-05 14:22:53",,,Household,household,"Household Card"
1110,Home,expense,31.91,GBP,"2026-06-05 03:15:31",,,Household,household,Home
1005,"Household Card",expense,40.00,GBP,"2026-06-05 02:09:16",,,Household,household,"Household Card"
1475,TV,expense,13.00,GBP,"2026-06-04 20:12:09",,,James,personal,TV
1348,"Personal supplies",expense,160.00,GBP,"2026-06-04 17:23:50",,,James,personal,"Personal supplies"
1225,Electricity,expense,50.00,GBP,"2026-06-04 14:17:44",,,Household,household,Electricity
1381,"Laundry/dry cleaning",expense,20.00,GBP,"2026-06-04 07:24:01",,,James,personal,"Laundry/dry cleaning"
1235,Gas,expense,40.00,GBP,"2026-06-04 06:43:57",,,Household,household,Gas
1519,Water,expense,20.00,GBP,"2026-06-04 04:41:46",,,James,personal,Water
1500,Electricity,expense,50.00,GBP,"2026-06-04 02:05:47",,,James,personal,Electricity
1385,Hair/beauty,expense,20.00,GBP,"2026-06-04 02:04:43",,,James,personal,Hair/beauty
1440,Food,expense,45.00,GBP,"2026-06-03 21:21:28",,,James,personal,Food
1097,Maintenance,expense,10.00,GBP,"2026-06-03 20:46:09",,,Household,household,Maintenance
1185,Phone,expense,7.00,GBP,"2026-06-03 20:10:04",,,Household,household,Phone
1021,Groceries,expense,300.00,GBP,"2026-06-03 15:39:41",,,Household,household,Groceries
1416,Rent/mortgage,expense,440.00,GBP,"2026-06-03 11:29:06",,,James,personal,Rent/mortgage
1377,"Laundry/dry cleaning",expense,20.00,GBP,"2026-06-03 01:08:35",,,James,personal,"Laundry/dry cleaning"
1320,Overdraft,expense,120.00,GBP,"2026-06-02 20:39:42",,,James,personal,Overdraft
1186,Phone,expense,7.00,GBP,"2026-06-02 06:12:14",,,Household,household,Phone
1304,"Zopa Personal Loan",expense,120.00,GBP,"2026-06-02 02:36:15",,,James,personal,Loans
1176,Fuel,expense,90.00,GBP,"2026-06-01 23:59:25",,,Household,household,Fuel
1420,"Council Tax",expense,90.00,GBP,"2026-06-01 20:45:23",,,James,personal,"Council Tax"
1015,Groceries,expense,300.00,GBP,"2026-06-01 18:53:52",,,Household,household,Groceries
1444,Vet/medical,expense,25.00,GBP,"2026-06-01 17:05:50",,,James,personal,Vet/medical
1165,"Online services",expense,10.00,GBP,"2026-06-01 10:57:53",,,Household,household,"Online services"
1342,Groceries,expense,320.00,GBP,"2026-06-01 07:20:22",,,James,personal,Groceries
1129,Pet,expense,67.74,GBP,"2026-06-01 04:55:45",,,Household,household,Pet
1397,"Work Lunch",expense,100.00,GBP,"2026-06-01 03:53:46",,,James,personal,"Work Lunch"
1011,"Household Card",expense,40.00,GBP,"2026-05-31 12:24:20",,,Household,household,"Household Card"
1386,Hair/beauty,expense,20.00,GBP,"2026-05-31 09:57:11",,,James,personal,Hair/beauty
1435,Food,expense,45.00,GBP,"2026-05-31 08:00:14",,,James,personal,Food
1200,TV,expense,13.37,GBP,"2026-05-31 02:21:00",,,Household,household,TV
1507,Gas,expense,40.00,GBP,"2026-05-30 22:16:53",,,James,personal,Gas
1000,"Household Card",expense,40.00,GBP,"2026-05-30 15:12:19",,,Household,household,"Household Card"
1401,"Work Lunch",expense,100.00,GBP,"2026-05-30 14:29:29",,,James,personal,"Work Lunch"
1052,Subscriptions,expense,10.00,GBP,"2026-05-30 12:44:15",,,Household,household,Subscriptions
1181,Supplies,expense,5.00,GBP,"2026-05-30 11:03:19",,,Household,household,Supplies
1362,Clothes,expense,50.00,GBP,"2026-05-30 10:38:21",,,James,personal,Clothes
1183,Phone,expense,7.00,GBP,"2026-05-30 06:18:20",,,Household,household,Phone
1448,Vet/medical,expense,25.00,GBP,"2026-05-30 04:00:16",,,James,personal,Vet/medical
1294,"Barcleycard CC",expense,120.00,GBP,"2026-05-30 03:14:29",,,James,personal,"Credit Cards"
1321,Overdraft,expense,120.00,GBP,"2026-05-29 10:39:28",,,James,personal,Overdraft
1503,Gas,expense,40.00,GBP,"2026-05-29 08:21:51",,,James,personal,Gas
1460,"Mobile Phone",expense,16.00,GBP,"2026-05-29 08:15:28",,,James,personal,"Mobile Phone"
1158,"Online services",expense,10.00,GBP,"2026-05-29 03:39:01",,,Household,household,"Online services"
1366,Clothes,expense,50.00,GBP,"2026-05-28 05:05:33",,,James,personal,Clothes
1303,"Zopa Personal Loan",expense,120.00,GBP,"2026-05-28 03:48:50",,,James,personal,Loans
1389,Hair/beauty,expense,20.00,GBP,"2026-05-27 21:38:59",,,James,personal,Hair/beauty
1319,Overdraft,expense,120.00,GBP,"2026-05-27 17:16:12",,,James,personal,Overdraft
1160,"Online services",expense,10.00,GBP,"2026-05-27 12:14:34",,,Household,household,"Online services"
1368,Clothes,expense,50.00,GBP,"2026-05-27 06:26:23",,,James,personal,Clothes
1134,Food,expense,65.00,GBP,"2026-05-27 02:41:42",,,Household,household,Food
1128,Pet,expense,67.74,GBP,"2026-05-26 23:00:06",,,Household,household,Pet
1152,Vet/medical,expense,25.00,GBP,"2026-05-26 20:49:36",,,Household,household,Vet/medical
1169,Fuel,expense,90.00,GBP,"2026-05-26 20:12:35",,,Household,household,Fuel
1312,Overdraft,expense,120.00,GBP,"2026-05-26 20:10:20",,,James,personal,Overdraft
1161,"Online services",expense,10.00,GBP,"2026-05-26 16:24:19",,,Household,household,"Online services"
1002,"Household Card",expense,40.00,GBP,"2026-05-26 12:05:46",,,Household,household,"Household Card"
1387,Hair/beauty,expense,20.00,GBP,"2026-05-26 05:38:28",,,James,personal,Hair/beauty
1405,"Work Lunch",expense,100.00,GBP,"2026-05-26 00:24:01",,,James,personal,"Work Lunch"
1467,TV,expense,13.00,GBP,"2026-05-25 23:39:42",,,James,personal,TV
1536,Coal,expense,60.00,GBP,"2026-05-25 21:06:01",,,James,personal,Coal
1515,Water,expense,20.00,GBP,"2026-05-25 19:36:55",,,James,personal,Water
1415,Rent/mortgage,expense,440.00,GBP,"2026-05-25 16:35:07",,,James,personal,Rent/mortgage
1140,Food,expense,65.00,GBP,"2026-05-25 11:03:19",,,Household,household,Food
1439,Food,expense,45.00,GBP,"2026-05-25 06:22:36",,,James,personal,Food
1335,Groceries,expense,320.00,GBP,"2026-05-25 04:00:48",,,James,personal,Groceries
1093,"Council Tax",expense,118.00,GBP,"2026-05-25 00:45:30",,,Household,household,"Council Tax"
1248,Water,expense,20.00,GBP,"2026-05-24 22:27:40",,,Household,household,Water
1309,"Zopa Personal Loan",expense,120.00,GBP,"2026-05-24 20:37:03",,,James,personal,Loans
1210,Internet,expense,28.00,GBP,"2026-05-24 16:46:01",,,Household,household,Internet
1227,Electricity,expense,50.00,GBP,"2026-05-24 15:26:09",,,Household,household,Electricity
1354,"Personal supplies",expense,160.00,GBP,"2026-05-24 12:54:17",,,James,personal,"Personal supplies"
1506,Gas,expense,40.00,GBP,"2026-05-24 02:22:52",,,James,personal,Gas
1502,Gas,expense,40.00,GBP,"2026-05-23 21:15:21",,,James,personal,Gas
1064,"Vitamins & Minireals",expense,5.00,GBP,"2026-05-23 19:50:44",,,Household,household,"Vitamins & Minireals"
1036,Cleaning,expense,10.00,GBP,"2026-05-23 16:43:58",,,Household,household,Cleaning
1447,Vet/medical,expense,25.00,GBP,"2026-05-23 13:24:57",,,James,personal,Vet/medical
1388,Hair/beauty,expense,20.00,GBP,"2026-05-23 11:34:57",,,James,personal,Hair/beauty
1357,"Personal supplies",expense,160.00,GBP,"2026-05-23 08:51:52",,,James,personal,"Personal supplies"
1166,"Online services",expense,10.00,GBP,"2026-05-23 05:45:57",,,Household,household,"Online services"
1308,"Zopa Personal Loan",expense,120.00,GBP,"2026-05-23 02:02:11",,,James,personal,Loans
1228,Electricity,expense,50.00,GBP,"2026-05-22 20:27:13",,,Household,household,Electricity
1364,Clothes,expense,50.00,GBP,"2026-05-22 13:22:39",,,James,personal,Clothes
1406,Rent/mortgage,expense,440.00,GBP,"2026-05-22 13:19:38",,,James,personal,Rent/mortgage
1477,TV,expense,13.00,GBP,"2026-05-22 09:08:12",,,James,personal,TV
1082,Rent/mortgage,expense,426.94,GBP,"2026-05-22 08:02:05",,,Household,household,Rent/mortgage
1145,Vet/medical,expense,25.00,GBP,"2026-05-22 07:16:16",,,Household,household,Vet/medical
1144,Vet/medical,expense,25.00,GBP,"2026-05-22 06:17:44",,,Household,household,Vet/medical
1334,Groceries,expense,320.00,GBP,"2026-05-22 04:55:26",,,James,personal,Groceries
1501,Electricity,expense,50.00,GBP,"2026-05-22 00:11:36",,,James,personal,Electricity
1066,"Vitamins & Minireals",expense,5.00,GBP,"2026-05-21 23:16:08",,,Household,household,"Vitamins & Minireals"
1295,"Barcleycard CC",expense,120.00,GBP,"2026-05-21 14:04:13",,,James,personal,"Credit Cards"
1428,"Council Tax",expense,90.00,GBP,"2026-05-21 11:36:32",,,James,personal,"Council Tax"
1268,"CapitalOne  CC",expense,120.00,GBP,"2026-05-21 10:29:32",,,James,personal,"Credit Cards"
1142,Food,expense,65.00,GBP,"2026-05-21 07:48:49",,,Household,household,Food
1359,Clothes,expense,50.00,GBP,"2026-05-21 05:37:52",,,James,personal,Clothes
1018,Groceries,expense,300.00,GBP,"2026-05-20 23:14:51",,,Household,household,Groceries
1275,"VirginMoney  CC",expense,120.00,GBP,"2026-05-20 21:23:39",,,James,personal,"Credit Cards"
1337,Groceries,expense,320.00,GBP,"2026-05-20 19:52:51",,,James,personal,Groceries
1016,Groceries,expense,300.00,GBP,"2026-05-20 19:29:02",,,Household,household,Groceries
1434,Food,expense,45.00,GBP,"2026-05-20 15:19:06",,,James,personal,Food
1301,"Zopa Personal Loan",expense,120.00,GBP,"2026-05-20 12:41:42",,,James,personal,Loans
1242,Gas,expense,40.00,GBP,"2026-05-20 09:55:07",,,Household,household,Gas
1220,Electricity,expense,50.00,GBP,"2026-05-20 09:35:02",,,Household,household,Electricity
1148,Vet/medical,expense,25.00,GBP,"2026-05-20 07:47:05",,,Household,household,Vet/medical
1230,Electricity,expense,50.00,GBP,"2026-05-20 07:41:30",,,Household,household,Electricity
1059,Subscriptions,expense,10.00,GBP,"2026-05-19 23:52:32",,,Household,household,Subscriptions
1513,Gas,expense,40.00,GBP,"2026-05-19 20:44:54",,,James,personal,Gas
1497,Electricity,expense,50.00,GBP,"2026-05-19 19:44:18",,,James,personal,Electricity
1046,Cleaning,expense,10.00,GBP,"2026-05-19 19:39:33",,,Household,household,Cleaning
1325,Music,expense,10.00,GBP,"2026-05-19 09:23:32",,,James,personal,Music
1267,"CapitalOne  CC",expense,120.00,GBP,"2026-05-19 07:17:12",,,James,personal,"Credit Cards"
1020,Groceries,expense,300.00,GBP,"2026-05-19 06:53:21",,,Household,household,Groceries
1155,Vet/medical,expense,25.00,GBP,"2026-05-19 06:34:59",,,Household,household,Vet/medical
1237,Gas,expense,40.00,GBP,"2026-05-19 00:40:11",,,Household,household,Gas
1180,Supplies,expense,5.00,GBP,"2026-05-18 16:33:22",,,Household,household,Supplies
1532,Coal,expense,60.00,GBP,"2026-05-18 13:14:31",,,James,personal,Coal
1171,Fuel,expense,90.00,GBP,"2026-05-18 12:51:14",,,Household,household,Fuel
1048,Subscriptions,expense,10.00,GBP,"2026-05-18 09:29:25",,,Household,household,Subscriptions
1279,"VirginMoney  CC",expense,120.00,GBP,"2026-05-18 07:07:49",,,James,personal,"Credit Cards"
1212,Internet,expense,28.00,GBP,"2026-05-18 02:42:51",,,Household,household,Internet
1365,Clothes,expense,50.00,GBP,"2026-05-17 20:08:45",,,James,personal,Clothes
1038,Cleaning,expense,10.00,GBP,"2026-05-17 15:00:03",,,Household,household,Cleaning
1047,Cleaning,expense,10.00,GBP,"2026-05-17 04:46:37",,,Household,household,Cleaning
1461,"Mobile Phone",expense,16.00,GBP,"2026-05-17 04:25:41",,,James,personal,"Mobile Phone"
1072,Rent/mortgage,expense,426.94,GBP,"2026-05-17 02:26:37",,,Household,household,Rent/mortgage
1412,Rent/mortgage,expense,440.00,GBP,"2026-05-16 20:51:35",,,James,personal,Rent/mortgage
1143,Food,expense,65.00,GBP,"2026-05-16 08:30:22",,,Household,household,Food
1086,"Council Tax",expense,118.00,GBP,"2026-05-16 00:09:55",,,Household,household,"Council Tax"
1496,Electricity,expense,50.00,GBP,"2026-05-15 21:57:33",,,James,personal,Electricity
1017,Groceries,expense,300.00,GBP,"2026-05-15 16:50:02",,,Household,household,Groceries
1282,"VirginMoney  CC",expense,120.00,GBP,"2026-05-15 11:24:30",,,James,personal,"Credit Cards"
1291,"Barcleycard CC",expense,120.00,GBP,"2026-05-15 09:48:24",,,James,personal,"Credit Cards"
1422,"Council Tax",expense,90.00,GBP,"2026-05-15 06:02:21",,,James,personal,"Council Tax"
1084,"Council Tax",expense,118.00,GBP,"2026-05-15 06:01:54",,,Household,household,"Council Tax"
1286,"Barcleycard CC",expense,120.00,GBP,"2026-05-15 05:02:59",,,James,personal,"Credit Cards"
1119,Home,expense,31.91,GBP,"2026-05-14 16:01:58",,,Household,household,Home
1062,"Vitamins & Minireals",expense,5.00,GBP,"2026-05-14 06:19:40",,,Household,household,"Vitamins & Minireals"
1239,Gas,expense,40.00,GBP,"2026-05-14 05:25:29",,,Household,household,Gas
1037,Cleaning,expense,10.00,GBP,"2026-05-13 23:42:47",,,Household,household,Cleaning
1371,"Laundry/dry cleaning",expense,20.00,GBP,"2026-05-13 17:09:32",,,James,personal,"Laundry/dry cleaning"
1360,Clothes,expense,50.00,GBP,"2026-05-13 16:18:01",,,James,personal,Clothes
1487,Internet,expense,35.00,GBP,"2026-05-13 14:50:04",,,James,personal,Internet
1139,Food,expense,65.00,GBP,"2026-05-13 12:40:32",,,Household,household,Food
1042,Cleaning,expense,10.00,GBP,"2026-05-13 08:58:29",,,Household,household,Cleaning
1314,Overdraft,expense,120.00,GBP,"2026-05-13 02:15:44",,,James,personal,Overdraft
1109,Home,expense,31.91,GBP,"2026-05-12 21:21:47",,,Household,household,Home
1333,Music,expense,10.00,GBP,"2026-05-12 17:18:20",,,James,personal,Music
1404,"Work Lunch",expense,100.00,GBP,"2026-05-12 10:15:03",,,James,personal,"Work Lunch"
1060,"Vitamins & Minireals",expense,5.00,GBP,"2026-05-12 06:10:31",,,Household,household,"Vitamins & Minireals"
1390,Hair/beauty,expense,20.00,GBP,"2026-05-12 04:08:33",,,James,personal,Hair/beauty
1069,"Vitamins & Minireals",expense,5.00,GBP,"2026-05-12 00:49:25",,,Household,household,"Vitamins & Minireals"
1178,Fuel,expense,90.00,GBP,"2026-05-11 18:37:36",,,Household,household,Fuel
1323,Music,expense,10.00,GBP,"2026-05-11 14:14:01",,,James,personal,Music
1001,"Household Card",expense,40.00,GBP,"2026-05-11 08:16:02",,,Household,household,"Household Card"
1247,Water,expense,20.00,GBP,"2026-05-11 07:47:34",,,Household,household,Water
1028,"Laundry/dry cleaning",expense,15.00,GBP,"2026-05-11 05:50:54",,,Household,household,"Laundry/dry cleaning"
1209,Internet,expense,28.00,GBP,"2026-05-11 05:39:48",,,Household,household,Internet
1479,Internet,expense,35.00,GBP,"2026-05-11 03:24:10",,,James,personal,Internet
1512,Gas,expense,40.00,GBP,"2026-05-11 03:12:00",,,James,personal,Gas
1425,"Council Tax",expense,90.00,GBP,"2026-05-11 01:33:01",,,James,personal,"Council Tax"
1442,Vet/medical,expense,25.00,GBP,"2026-05-11 01:01:28",,,James,personal,Vet/medical
1367,Clothes,expense,50.00,GBP,"2026-05-10 17:13:19",,,James,personal,Clothes
1223,Electricity,expense,50.00,GBP,"2026-05-10 11:39:12",,,Household,household,Electricity
1345,Groceries,expense,320.00,GBP,"2026-05-10 11:31:55",,,James,personal,Groceries
1427,"Council Tax",expense,90.00,GBP,"2026-05-10 09:47:17",,,James,personal,"Council Tax"
1153,Vet/medical,expense,25.00,GBP,"2026-05-10 04:19:44",,,Household,household,Vet/medical
1504,Gas,expense,40.00,GBP,"2026-05-09 21:42:22",,,James,personal,Gas
1278,"VirginMoney  CC",expense,120.00,GBP,"2026-05-09 19:10:04",,,James,personal,"Credit Cards"
1510,Gas,expense,40.00,GBP,"2026-05-09 12:18:31",,,James,personal,Gas
1273,"CapitalOne  CC",expense,120.00,GBP,"2026-05-09 11:50:25",,,James,personal,"Credit Cards"
1104,Maintenance,expense,10.00,GBP,"2026-05-09 08:08:16",,,Household,household,Maintenance
1524,Water,expense,20.00,GBP,"2026-05-09 03:18:18",,,James,personal,Water
1009,"Household Card",expense,40.00,GBP,"2026-05-09 01:40:27",,,Household,household,"Household Card"
1393,Hair/beauty,expense,20.00,GBP,"2026-05-08 17:54:04",,,James,personal,Hair/beauty
1199,TV,expense,13.37,GBP,"2026-05-08 12:39:53",,,Household,household,TV
1402,"Work Lunch",expense,100.00,GBP,"2026-05-08 00:29:17",,,James,personal,"Work Lunch"
1482,Internet,expense,35.00,GBP,"2026-05-07 23:47:06",,,James,personal,Internet
1063,"Vitamins & Minireals",expense,5.00,GBP,"2026-05-07 22:43:59",,,Household,household,"Vitamins & Minireals"
1344,Groceries,expense,320.00,GBP,"2026-05-07 21:08:40",,,James,personal,Groceries
1162,"Online services",expense,10.00,GBP,"2026-05-07 16:08:47",,,Household,household,"Online services"
1276,"VirginMoney  CC",expense,120.00,GBP,"2026-05-07 15:40:40",,,James,personal,"Credit Cards"
1284,"VirginMoney  CC",expense,120.00,GBP,"2026-05-07 05:07:14",,,James,personal,"Credit Cards"
1494,Electricity,expense,50.00,GBP,"2026-05-07 02:21:11",,,James,personal,Electricity
1488,Internet,expense,35.00,GBP,"2026-05-07 00:42:06",,,James,personal,Internet
1495,Electricity,expense,50.00,GBP,"2026-05-06 23:10:51",,,James,personal,Electricity
1343,Groceries,expense,320.00,GBP,"2026-05-06 16:45:28",,,James,personal,Groceries
1029,"Laundry/dry cleaning",expense,15.00,GBP,"2026-05-06 11:38:19",,,Household,household,"Laundry/dry cleaning"
1346,"Personal supplies",expense,160.00,GBP,"2026-05-06 10:11:18",,,James,personal,"Personal supplies"
1472,TV,expense,13.00,GBP,"2026-05-06 07:21:21",,,James,personal,TV
1222,Electricity,expense,50.00,GBP,"2026-05-06 04:35:30",,,Household,household,Electricity
1528,Coal,expense,60.00,GBP,"2026-05-05 17:26:55",,,James,personal,Coal
1249,Water,expense,20.00,GBP,"2026-05-05 17:13:48",,,Household,household,Water
1316,Overdraft,expense,120.00,GBP,"2026-05-05 11:24:23",,,James,personal,Overdraft
1173,Fuel,expense,90.00,GBP,"2026-05-05 10:54:43",,,Household,household,Fuel
1372,"Laundry/dry cleaning",expense,20.00,GBP,"2026-05-05 10:54:05",,,James,personal,"Laundry/dry cleaning"
1112,Home,expense,31.91,GBP,"2026-05-05 08:56:26",,,Household,household,Home
1085,"Council Tax",expense,118.00,GBP,"2026-05-04 18:59:56",,,Household,household,"Council Tax"
1347,"Personal supplies",expense,160.00,GBP,"2026-05-04 13:06:54",,,James,personal,"Personal supplies"
1040,Cleaning,expense,10.00,GBP,"2026-05-04 10:26:56",,,Household,household,Cleaning
1399,"Work Lunch",expense,100.00,GBP,"2026-05-04 08:29:19",,,James,personal,"Work Lunch"
1376,"Laundry/dry cleaning",expense,20.00,GBP,"2026-05-04 08:13:45",,,James,personal,"Laundry/dry cleaning"
1131,Pet,expense,67.74,GBP,"2026-05-04 06:47:41",,,Household,household,Pet
1111,Home,expense,31.91,GBP,"2026-05-03 20:33:38",,,Household,household,Home
1289,"Barcleycard CC",expense,120.00,GBP,"2026-05-03 19:06:58",,,James,personal,"Credit Cards"
1204,TV,expense,13.37,GBP,"2026-05-02 22:48:53",,,Household,household,TV
1041,Cleaning,expense,10.00,GBP,"2026-05-02 20:34:04",,,Household,household,Cleaning
1122,Pet,expense,67.74,GBP,"2026-05-02 19:56:48",,,Household,household,Pet
1338,Groceries,expense,320.00,GBP,"2026-05-02 10:21:14",,,James,personal,Groceries
1024,"Laundry/dry cleaning",expense,15.00,GBP,"2026-05-02 03:38:15",,,Household,household,"Laundry/dry cleaning"
1049,Subscriptions,expense,10.00,GBP,"2026-05-02 02:08:15",,,Household,household,Subscriptions
1522,Water,expense,20.00,GBP,"2026-05-02 00:53:54",,,James,personal,Water
1458,"Mobile Phone",expense,16.00,GBP,"2026-05-01 21:17:23",,,James,personal,"Mobile Phone"
1216,Internet,expense,28.00,GBP,"2026-05-01 16:42:48",,,Household,household,Internet
1031,"Laundry/dry cleaning",expense,15.00,GBP,"2026-05-01 15:25:33",,,Household,household,"Laundry/dry cleaning"
1516,Water,expense,20.00,GBP,"2026-05-01 00:17:34",,,James,personal,Water
1202,TV,expense,13.37,GBP,"2026-04-30 22:41:06",,,Household,household,TV
1133,Food,expense,65.00,GBP,"2026-04-30 20:58:00",,,Household,household,Food
